,tweet_text,sentiment
47,RT I was having a bad day until I saw this video 😍 https://t.co/JhEKVQLQUY,1
48,RT,1
49,Woah. It's been 2 years already 😅😊😍 #MyTwitterAnniversary https://t.co/ami5xgyksW,1
50,RT So the other day I did my first closure sewin😍 I think I did pretty goood but I need 1 more female to do a closure sewin on…,1
51,RT They All So 🔥 But That Turquoise And Pink One 😩😍 https://t.co/pvzd5wIIII,1
52,"RT Perfect man, perfect meat 😍😍😍😍💪🏻 #willywednesday https://t.co/JkC5GZktaZ",1
53,RT We're still 😍 over and #GRAMMYs performance. https://t.co/DFvnnwKhgW,1
54,RT Never stop 😊 https://t.co/UTEmfQn54a,1
55,Shawn MENDES 😚🕴️ is a COCKY BOY 🍆🍆😏,1
56,RT If football had a 3-Point Contest… 😍 https://t.co/ZzXFNezm3T,1
57,RT I even make smoking look HOT! 🔥 Now all I need is a human ash tray 😀 #findom #smokefetish #smokingfetish #brag https:…,1
58,https://t.co/XWgBkgO6EJ,1
59,Really enjoying your work lately. Hell always lol but especially lately. Can’t wait to see how all… https://t.co/pEZPvB7g4v,1
60,RT,1
61,Feel free to gift me the new wrap😀,1
62,RT Seeing all that chocolate makes me want to eat chocolate which I am 😬 while watching the movie 😍🥰😋#LoveRomanceandChocolate…,1
63,This is it. 3 pts shooting w/ Curry brother and the father. 😍 #NBAAllStar,1
64,RT This is what UP Fair is all about; this is not just about watching your fave bands or eating your fave food but it is all…,1
65,RT 😂😅🤣😆😜 Especially When Unannounced!😥😣😠😂 😘xo https://t.co/rwoUEJvAXf,1
66,Trump's making blanket forts 😁,1
67,Take vacation or call out 😆,1
68,RT I was having a bad day until I saw this video 😍 https://t.co/JhEKVQLQUY,1
69,RT look how magical beach house was 🤗 https://t.co/sl02siLxzz,1
70,He replied lol but thank you 🙏🏾 😊,1
71,Happy waala bday 😍🎂🎂🎂,1
72,Talk about new wallpaper😍,1
73,RT Never stop 😊 https://t.co/UTEmfQn54a,1
74,"RT You guys are always there for me. Even in my weakest moments, you have been phenomenal to my children and I. I continue to g…",1
75,"thank you for streaming my map glad you enjoyed it, I appreciate it 😎😍",1
76,"It's so cute when you talking about this, mina 😛😛😛 utututu don't cry 😘 https://t.co/KEbZs9QEij",1
77,Happy birthday to the best girl in the world ❤️❤️❤️ kristadickerson love you 😍 https://t.co/5Uy11PzEo4,1
78,I remember playing you with dragons fire liu kang and you saying this guys pretty good and… https://t.co/CqUSAk91OD,1
79,"RT #UlanMovie is coming this March 13, 2019. Join us in watching it on cinema at Robinsons Galleria Ortigas! ☺ Special surpr…",1
80,"RT Enjoy the life, every single day is a gift😍🍁🌿🌎🌞 #fvglive #goodweekend #Nature #sun #light https://t.co/0diYRWmcko",1
81,RT This is what we're waiting for. 😊😍🎉🎓 Congratulations! 🎉 . . . . #CaratSelcaDay 🎉📷 #SEVENTEEN https://t.co/TRB…,1
82,RT Vote #queennaija for the #SocialStarAward at the #iheartawards (RT to Vote) 😘,1
83,RT Quen is already in ASAP rehearsing 😊 #AloneTogetherWorldwide https://t.co/syU8PtWyuq,1
84,RT So sleepy! 🙂 https://t.co/CKIe4IMPWb,1
85,https://t.co/0FS2yuqjX9,1
86,"Ok, if you say so!😁",1
87,RT 190216 Irene looking in my direction! 😍 #REDVELVET #REDMAREinCHI #IRENE https://t.co/JeeDv4ZHgV,1
88,""" Don't worry about anything; instead, pray about everything, Tell God what you need, and thank him for all he has done"" -philippians 4:6. 😊",1
89,RT two sides of tae on the red carpet!!!! 😁😏 #bts #btsfanart #btsartmy #btsfa #taehyung https://t.co/wdqy3N3Jxe,1
90,an opportunity for me to finally leave youuu 😊,1
91,Happy birthday thalaiva..Keep smiling forever 😍 #HBDPrinceSK https://t.co/8B90DHbAFB,1
92,https://t.co/DySaB3H8i7,1
93,"At least will go down as a someone, you will go down as a no one. 😘",1
94,RT If we aren't like this in 50 years I don't want you 😂😍 https://t.co/ADiwYSiQAz,1
95,You’re a blessing😘 https://t.co/tB3Zdr66fo,1
96,pretty as hell🥵😍,1
97,Thanks Hannah 😘,1
98,RT Thank you Elizabeth Seton School. 😊 https://t.co/6BjWReVWW0,1
99,RT The French Cardi B 😍 https://t.co/gUJ5P5hDcL,1
100,RT Future is here 😍 https://t.co/41SeuNBMwH,1
101,RT Let me help you Grow your Account Boys 👬 Reply “ Hi “ Girls👭 Reply “ Hey “ Follow whoever likes your Reply ASAP No C…,1
102,RT Happy new week all😘🌟🎄🎄🎄🌟✨ https://t.co/XN5vfHyb7z,1
103,RT NYC Fits 🔥😍 https://t.co/Vp4ysfpdjl,1
104,RT #Viswasam Producer And Sathya Jyothi Thyagrajan About #Sarkar Collections 😎🔥🔥🔥🔥🔥🔥 Ippo Vangadaaaaaaa Come!! Come.!! C…,1
105,RT Lovely Pinky 😎https://t.co/W0tfLuVpi4 😎 https://t.co/9pL1wajoH6,1
106,Waw Very Sexy 😍😘😚I love You Diana💏❤,1
107,RT Advance Happy Birthday Brother 😊♥️ #HBDPrinceSK #HBDSKByTHALAFans https://t.co/XiwaxJgv3n,1
108,Ez pickupssss 😘,1
109,Happy Birthday On Behalf Of All #ThalapathyVijay Fans❤️😍😘 Wish You All success Anna Stay Blessed !… https://t.co/Sj3SlDBNVc,1
110,RT Always peace love and unity 🙏🏽.. put yourself first queen love yourself fight for your family 😍... I'm voti…,1
111,RT Hi Romeo we would love to hear Low Key by Ally Brooke feat. Tyga on #MostRequestedLive ☺ #Rome…,1
112,RT 190119 LYS tour in Singapore 😍😍 #방탄소년단뷔 #BTSV #태형 #taehyung #방탄소년단 #BTS https://t.co/RzOP0Gczcq,1
0,"RT ""NO HE DIDN'T!"" hit the half-court bomb to defeat Trae Young and win the #TacoBellSkills challenge! 😱 https://t.c…",0
1,RT “Pussy dope I’m the dope dealer . . And if the pussy good you shouldn’t have to maintain a broke nigga” 😩 BITCH TALK YO SH…,0
2,FINALLY! 😭😭 https://t.co/3uQkyCIaAy,0
3,"I ""TT baby"" the fuck out my nephew &amp; idc 😭 he's tt baby period",0
4,I had chocolate cake with milk and I’m really regretting this decision..... 😳😳,0
5,RT Account got banned again 😖 sending free pics to some of the first people that retweet and follow #horny #dm #ass #tits #jai…,0
6,RT Little kids are ruthless ☠️🤣😭 https://t.co/LEvxlLMxI2,0
7,RT omg its cute 😭 https://t.co/5YeM8Q8y7Y,0
8,RT Don Cherry absolutely rips the Carolina Hurricanes for their post-game celebrations 😬 https://t.co/aj7ekDD4f9,0
9,Right!!! I still can’t grasp how the parents didn’t look at “B’s” behavior as odd though. Knowing o… https://t.co/q7nS1TR2PD,0
10,RT My body needs some intimate and nasty sex 😩😩😩😩,0
11,RT A 5-year-old battling cancer gets a surprise birthday visit from his dad dressed as Spider-Man. 😭 https://t.co/p65OHIZRTv,0
12,My battery is low and it's getting dark..uhuks sis sedih😭😭 https://t.co/GBnPyYEkY4,0
13,RT Weslaco got a photo shoot while our coach takes a pic of us with an IPad 😩😂 https://t.co/q95nYzi6OY,0
14,Aww man I wanted to get some ACE Family Merch but my payday isn’t will next week 😭😭😭,0
15,"RT I LOOOOOOVEEE physical affection. 😩 Like cuddling, holding hands, having my hair played with, hold my leg while you drive, a…",0
16,RT bruh😭😂😂 https://t.co/5gdTu4MArz,0
17,bitch my best friend is a fiancé 😭 https://t.co/DA7pCmOIU6,0
18,RT i just liked everything abt yuwin don't get mad on me😩😩,0
19,"RT In case you wanted baby fever, here you go😭💔 https://t.co/1hFPWImeRj",0
20,I need a girls night out with my girls 😭 it’s been a long minute,0
21,We are listening to Welcome to the Black Parade &amp; I was saying how I used to be in love with Gerard Way &amp; I looked him up &amp;......I’m upset 😢,0
22,RT if anyone is selling LED tickets for the low low hmu 😭,0
23,RT My grandma going around telling people i fix phones just cuz i took her phone off silent 😭😭,0
24,RT w-what did I just read 😳 https://t.co/WZ3oHxo7WV,0
25,Why I gotta live on the westbank. Deep in it too. Be so poo 😩,0
26,I still look like shit though so I guess this is just my face now 😩,0
27,RT My body needs some intimate and nasty sex 😩😩😩😩,0
28,"RT I""m online for a few hours tonight!!! https://t.co/Pt7oIMm4lo Join me today and tomorrow because then I'm gone for 2 weeks!…",0
29,RT Why some of y’all wigs look like y’all got headbands on😤,0
30,RT I always wake up horny! 😳💦 💞 https://t.co/7b4wIzykU0 💞 💮@AdultBrazil 💮@janklaar2 💮@nudes25hrs 💮@TulioPromoter 💮@Nud…,0
31,"Nah what , y’all be bugging on Long Island 😭",0
32,RT the way stefanie welcoming him omgggggg SHE CRIES THEY ARE SO CUTE AKHSKAKLAHJS😭😭😭😭😭😭 https://t.co/WGXL94LWyu,0
33,RT So the other day I did my first closure sewin😍 I think I did pretty goood but I need 1 more female to do a closure sewin on…,0
34,RT They All So 🔥 But That Turquoise And Pink One 😩😍 https://t.co/pvzd5wIIII,0
35,look at her😩😭 https://t.co/Z9Q6bdprPE,0
36,RT #REDVELVET #REDMAREinUSA #RedVelvetinChi #REDMAREinCHI #아이린 #IRENE ⁠ ⁠⁠#레드벨벳⁠ ⁠⁠ ⁠⁠ ⁠⁠⁠⁠⁠⁠#RedVelvet⁠ ⁠⁠ ⁠⁠ ⁠⁠Irene Endi…,0
37,RT Donovan Mitchell got me CRINE my boy is asking god for the strength to resist 😭😭😭 https://t.co/zck9ERmNbP,0
38,appreciate the kind words homie 😤😤,0
39,Hi I just found out one of my best Dublin sisters just won the biggest drag comp in Dublin and I am SO FUCKING HAPPY RIGHT NOW 😭💚,0
40,"RT Omarion’s son Megaa is busting it down &amp; Omarion joins in. Bruh, I can’t take it 😩 https://t.co/S5z9mxwoUN",0
41,RT omg literally the cutest T^T tae is such a big baby when it comes to joonie 😢🤧👼🏻🐯🐨💜💙 https://t.co/gtVd3sAiyw,0
42,Yoooooo i use to HATE THIS‼️😭😭😭😂😂 https://t.co/MzMrM4HnBA,0
43,RT 😱😱😱 from HALFCOURT to win the #TacoBellSkills! He's the 43rd-ranked #NBAFantasy player for the with 1…,0
44,I’m watching for Press to drop sis 😩 I need the date 😂😩😩😂😩,0
45,My 13 year old niece who was diagnosed with Ewing sarcoma wanted this for Christmas an… https://t.co/KpXr6oeAsw,0
46,Omg this makes me cry a lot poor I'm 😭😭😭😭😭😭😭😢😢☹ https://t.co/s0Yp32CMyT,0
47,RT jennie im so sorry i laughed 😭😂😩 https://t.co/qHejaL77QJ,0
48,RT Gusto ko mag beach with friends tapos deep convo with beer. 😩,0
49,They are both arguing that they are “Steph” .... can’t wait til it’s dunk time.... 😬,0
50,RT how i met your mother inspired promposal.😭 thank you clyde panget mo talaga :( https://t.co/jjHWzkXsnX,0
51,"RT THANK YOU LORD 😭🙏💕 CONGRATS BLACKSHEEP, LIZQUENS and LIZQUEN!!! ❤ #AloneTogetherWorldwide https://t.co/FjnvV7aC13",0
52,I miss you more bf i can’t wait to be back 🙁 https://t.co/KnJnjNJ3Lv,0
53,"right ,😭🥰",0
54,RT The Baby screams Lisa Lisa Lisa 👶 She is the youngest lisa stan 😭 It's such an adorable and cute baby🤧 #BLACKPINK #LALISA…,0
55,bro she needa stop😭 she got a kid now like respect ya self,0
56,"GO TO WORK, FEMI😤 #dpubb https://t.co/Ig7X5Xya6m",0
57,"RT JFC! When you find yourself QT’ing Ann Coulter because she’s making a ‘valid point’, you know things are Bad. Very very Ba…",0
58,RT Lost in the lasers 😵 https://t.co/Dezr0mWL8I,0
59,RT Seungri: “VIP forever” 😭😭😭 BIGBANG and VIPs forever 💛 https://t.co/n5Vjke7uQj,0
60,RT My grandma going around telling people i fix phones just cuz i took her phone off silent 😭😭,0
61,"RT ok so I checked the table, sunny got the highest point for communication index. her point is fcking 689k+ so I guess t…",0
62,RT Collide - Howie Day Chasing Cars - Snow patrol Hear You Me - Jimmy Eat World Somewhere Only We Know - Keane Realize - Col…,0
63,RT bitches be SOOO MISERABLE 😖,0
64,Sis imma hit you tomorrow I ain’t forget 😭😭,0
65,RT Jungkook's smile at the end is so precious 😭💜✨ #JUNGKOOK #전정국 #정국 https://t.co/2GRHIKTa4q,0
66,"RT I LOOOOOOVEEE physical affection. 😩 Like cuddling, holding hands, having my hair played with, hold my leg while you drive, al…",0
67,if yall ever feel stupid just know this lesbian orbit dmed me about the yeojin painting she did at school and when… https://t.co/0b5K8kdfyp,0
68,RT The biggest glow-up is from being just a background for a Korean fashion show to becoming global artists whom every d…,0
69,RT #REDVELVET #REDMAREinUSA #RedVelvetinChi #REDMAREinCHI #아이린 #IRENE ⁠ ⁠⁠#레드벨벳⁠ ⁠⁠ ⁠⁠ ⁠⁠⁠⁠⁠⁠#RedVelvet⁠ ⁠⁠ ⁠⁠ ⁠⁠Irene Endi…,0
70,RT yes this photo of team no ig exists and it's in sehun's ig account. These two smols 😭💛 #EXO https://t.co/vtrV…,0
71,RT When I asked God to teach me patience I didn’t know the terrible twos - 😭😭🥃🍸🍷,0
72,someone get this tan pooch a damn blanket to lie on 😥😢 https://t.co/e7RoJvyV6N,0
73,RT ofc something for Deku too 😭💚 https://t.co/S27t5NisdN,0
74,More Than That es una bebesita 😭😭😭😭😭 lloro https://t.co/fcowYNtbiI,0
75,RT Barclays centre in New York City. An R&amp;B event. This gave me serious goosebumps. 😭 I’m about to have 2 summers in a row https:/…,0
76,This fool talking about am I trying to starve my baby 😩 lol no I’m just not hungry,0
77,RT greatest to ever do it kaloku 😭😤,0
78,RT Seeing all that chocolate makes me want to eat chocolate which I am 😬 while watching the movie 😍🥰😋#LoveRomanceandChocolate…,0
79,RT Donovan Mitchell got me CRINE my boy is asking god for the strength to resist 😭😭😭 https://t.co/zck9ERmNbP,0
80,That receding hairline will get ya 😩😂 Sometimes out the blue I wanna text and be like just shave it boo https://t.co/bZ3pb8CX0D,0
81,RT 😂😅🤣😆😜 Especially When Unannounced!😥😣😠😂 😘xo https://t.co/rwoUEJvAXf,0
82,"You’re forgetting Jark and Jaeyong, SM couldn’t make it without the two rappers of nct😤🥺",0
83,Why do all these sound like Nollywood titles 😭 https://t.co/eeijlR7vkO,0
84,RT omg its cute 😭 https://t.co/5YeM8Q8y7Y,0
85,RT My grandma going around telling people i fix phones just cuz i took her phone off silent 😭😭,0
86,RT Lmao Uber in Atlanta different different 😂 this is the most Gangsta response I have ever heard 😭 https://t.co/jeangZflmx,0
87,"Tonight I’m overwhelmed. The unknown is scary, especially when the Lord is taking you on a path on which you’ve nev… https://t.co/XbqkKjpXN5",0
88,"It was like squeezing a whole bunch of Orange whitish blob, cutting out of your body😭 it's… https://t.co/LBVXD0zXVD",0
89,RT GO HARD OR GO HOME 😤 https://t.co/4v3uL1yiLv,0
90,My shadow thick af 😭,0
91,RT My grandma going around telling people i fix phones just cuz i took her phone off silent 😭😭,0
92,"RT My new tech pet peeve is unnecessary overuse of ""AI"" ... Stop calling everything AI! Not all software optimization is ""AI enhanc…",0
93,RT damn i wish i had a nigga to be laid up with tonight 😭😭,0
94,thanks so much Andrea!!! 😭🧡,0
95,That's craziness 😳,0
96,We have sense 😭 https://t.co/AaLDqKeLYu,0
97,RT Even E-Girls can’t defeat this mighty Monster 😧😧 https://t.co/FrLJGkjFo9,0
98,RT ALL JUNGKOOK STANS FOUND DEAD 😭😭😭 #BTSinFukuoka https://t.co/sqAyPAN86J,0
99,RT 😡😡 Way over Due Shut it Down ... I actually want to see this guy behind bars ...Turn the tables create a investigation on h…,0
100,RT me need fi book a flight 😞,0
101,Looks like somebody needs to study 😳 https://t.co/ghUXmDltKt,0
102,RT Lost in the lasers 😵 https://t.co/Dezr0mWL8I,0
103,Beautiful Boy es un spin off de The Office 😱😱,0
104,"RT SUNDAY: Which may have been even more emotional for me than Sebastian, it was INCREDIBLE and the Moana On Ic…",0
105,RT Damn Herb &amp; Ari Going At It On IG 😬 https://t.co/Gsj5YnmRw1,0
106,RT w-what did I just read 😳 https://t.co/WZ3oHxo7WV,0
107,RT runaway love 😩 https://t.co/5a3QL7kFA6,0
108,idown tooo earthhh keeep on falling when i know it hurtsss going faster than a million miles an hour trying to catc… https://t.co/t2SrLyCpXc,0
109,RT I was eavesdropping from some Grade 8 Students convo while I was doing PD. There’s this girl who told her friends that hi…,0
110,RT ugh I miss you 😭💗,0
111,RT Shawn Mendes you got some explaining to do! 😧 https://t.co/JAV3sgFn89,0
112,"RT Omarion’s son Megaa is busting it down &amp; Omarion joins in. Bruh, I can’t take it 😩 https://t.co/S5z9mxwoUN",0
113,"RT Nothing bothers me more than a stiff ass Siva Samoa. Sis, bend for the culture. Smile for the culture. Feel the motions n…",0
114,RT we RE-DID that bit 😭😭 https://t.co/GU0LzEebpB,0
115,RT Can’t wait for warm weather 😭😭,0
116,"of course i get sick again, this weather is something else. i wanna be cuddled up with somebodies son 😩",0
117,RT WAIT FOR IT 💕❤️😭😭😭🐱🐱🐱❤️💕 https://t.co/fTTdEF3fFF,0
118,And I spent all this bread on the philly show 😩😭 https://t.co/uuLjTtslyH,0
119,RT I know I get on my mans nerves 😩🤦🏽‍♀️ but I really do appreciate him 😩🥰💙,0
120,RT Lost in the lasers 😵 https://t.co/Dezr0mWL8I,0
121,Times was so lit when Canadian Goose by Uzi came out 😩😩😭,0
122,RT Don Cherry absolutely rips the Carolina Hurricanes for their post-game celebrations 😬 https://t.co/aj7ekDD4f9,0
123,re playing tales of zestiria like: right in my sormiks 😭💕,0
124,I Know It Was Worth A Shot 🤦🏾‍♀️😩 https://t.co/39yhCmY96n,0
125,"I will NEVER ever EVER get over the first time Ally and Jack sing together for the first time. CHILLS, ever time 😭",0
126,Please someone let my pet sit 😭 https://t.co/RnKqxWOKXi,0
127,RT Very nervous but also excited 👀😬 https://t.co/eoZw3wO3WJ,0
128,RT Ain no coming back from this bro bro 😭🤦🏾‍♂️ https://t.co/1ukEvVddn6,0
129,Omg there better be posters and an official website soon I can just feel it! 😭😭😍😍 #WayV https://t.co/m3ykziw7zO,0
130,Raising Cane’s lemonade isn’t that good and it makes me sad 😟,0
131,RT RT to be the next video’s sister shoutout!! WHY I’M GOING TO BE SINGLE FOREVER 😭💘 https://t.co/un3U2teSN9 https://t.co/q…,0
132,RT “Pussy dope I’m the dope dealer . . And if the pussy good you shouldn’t have to maintain a broke nigga” 😩 BITCH TALK YO SH…,0
133,RT I was eavesdropping from some Grade 8 Students convo while I was doing PD. There’s this girl who told her friends that hi…,0
134,"I’m so grateful for the people God has surrounded me with up here.. the love they show, the care, the support, the… https://t.co/SNTGHqs1y8",0
135,RT This shit has me weak as’f 😂😂😂 His mama start turning up for live 🤣😭💀 I’m literally in tears! https://t.co/3NWaI80qMv,0
136,"RT The ""Insurance Policy"" We need ANSWERS to why they went after",0
137,My mom is planning on moving back to Germany with my 2 little brothers in the summer because she feels lonely and d… https://t.co/pYunqmQjU0,0
138,RT Imagine MW2 Remastered dropped and Multiplayer was free to play 😳,0
139,im bored so pls rt for a quick sketch of your icon hehez 😳👉👈 i dont know how to draw faces tho 😔✊ NO MEN PLZ https://t.co/UeJXRh92Sc,0
140,RT You won't see an ending with crazier consecutive bounces. 😱 gets the most important roll: The last one. http…,0
141,RT I cannot! Grabe talaga! 😭😍 THIS PART. Credits: Thunderbird Resort and Casino IG. https://t.co/5bQ3kjTW5N,0
142,RT I thought having 70+ cousins was normal.. People really be out here with 3 cousins 😭😭,0
143,This the best thread out there 😭 https://t.co/RDfsQL3sh0,0
144,RT The biggest glow-up is from being just a background for a Korean fashion show to becoming global artists whom every d…,0
145,RT I’m reluctantly putting this up for 2 days only 😬🙈 https://t.co/ID22yMq1yE,0
146,RT Wish they had Google Fiber in California 😢 https://t.co/4XRiRbbVic,0
147,My heart omg 😭 https://t.co/dEquiB71Ex,0
148,RT Give me penta 😡,0
149,Cheating on John Mayer 🤭😱😂,0
150,RT 😭😭😭😭Miss u,0
151,"RT ""NO HE DIDN'T!"" hit the half-court bomb to defeat Trae Young and win the #TacoBellSkills challenge! 😱 https://t.c…",0
152,The only thing about Shea’s that makes me HATE it is the “causeiwantitigetitandcameupinhereanddidit”… https://t.co/Btu6JrasXc,0
153,I need to start shopping for my cruise and for New Orleans !!!!!!😩,0
154,RT omg 😩😂😂 lowkey https://t.co/fuDXwslWRP,0
155,RT looking for mutuals rt or like if you stan - bts - blackpink - txt - ygtb - itzy - iz*one - seventeen - chungha i want so…,0
156,Casnio calling my name and money 😭😭,0
